년/월/일,종가,종가*3.75,대비,등락률(%),거래량(g),거래대금(원),시가,시가*3.75,고가,고가*3.75,저가,저가*3.75
"2015/07/08","42,600","159,750","-290","-0.68","8,849","377,228,200","42,740","160,275","42,740","160,275","42,590","159,713"
"2015/07/07","42,890","160,838","10","0.02","3,038","130,167,570","42,950","161,063","42,950","161,063","42,720","160,200"
"2015/07/06","42,880","160,800","270","0.63","10,474","448,871,180","42,980","161,175","43,000","161,250","42,710","160,163"
"2015/07/03","42,610","159,788","-230","-0.54","8,808","374,526,290","42,440","159,150","42,630","159,863","42,400","159,000"
"2015/07/02","42,840","160,650","-10","-0.02","6,296","268,270,860","42,800","160,500","42,840","160,650","42,500","159,375"
"2015/07/01","42,850","160,688","-60","-0.14","7,139","304,980,840","42,900","160,875","42,900","160,875","42,500","159,375"
"2015/06/30","42,910","160,913","-140","-0.33","5,510","235,834,090","43,050","161,438","43,050","161,438","42,550","159,563"
"2015/06/29","43,050","161,438","490","1.15","4,754","204,297,880","43,010","161,288","43,100","161,625","42,860","160,725"
"2015/06/26","42,560","159,600","-90","-0.21","2,829","120,575,850","42,530","159,488","42,700","160,125","42,530","159,488"
"2015/06/25","42,650","159,938","-100","-0.23","7,785","332,521,870","42,750","160,313","42,800","160,500","42,650","159,938"
"2015/06/24","42,750","160,313","220","0.52","2,948","125,414,380","42,390","158,963","42,750","160,313","42,390","158,963"
"2015/06/23","42,530","159,488","-170","-0.40","5,514","234,267,410","42,670","160,013","42,670","160,013","42,410","159,038"
"2015/06/22","42,700","160,125","-140","-0.33","8,560","365,486,010","42,830","160,613","42,840","160,650","42,650","159,938"
"2015/06/19","42,840","160,650","330","0.78","2,999","128,229,010","42,650","159,938","42,850","160,688","42,650","159,938"
"2015/06/18","42,510","159,413","-190","-0.44","16,452","700,410,870","42,720","160,200","42,790","160,463","42,450","159,188"
"2015/06/17","42,700","160,125","-50","-0.12","5,188","221,156,290","42,750","160,313","42,750","160,313","42,600","159,750"
"2015/06/16","42,750","160,313","210","0.49","6,715","287,150,190","42,790","160,463","42,800","160,500","42,730","160,238"
"2015/06/15","42,540","159,525","-210","-0.49","4,871","207,541,080","42,660","159,975","42,730","160,238","42,500","159,375"
"2015/06/12","42,750","160,313","250","0.59","7,539","320,806,930","42,500","159,375","42,760","160,350","42,450","159,188"
"2015/06/11","42,500","159,375","-140","-0.33","10,610","451,882,320","42,770","160,388","42,770","160,388","42,440","159,150"
"2015/06/10","42,640","159,900","0","0.00","7,002","298,263,900","42,800","160,500","42,800","160,500","42,400","159,000"
"2015/06/09","42,640","159,900","-60","-0.14","2,234","95,145,220","42,680","160,050","42,780","160,425","42,400","159,000"
"2015/06/08","42,700","160,125","270","0.64","4,445","189,452,880","42,600","159,750","42,790","160,463","42,500","159,375"
"2015/06/05","42,430","159,113","-250","-0.59","10,521","445,689,560","42,900","160,875","42,900","160,875","42,290","158,588"
"2015/06/04","42,680","160,050","-100","-0.23","3,381","143,874,600","42,690","160,088","42,690","160,088","42,500","159,375"
"2015/06/03","42,780","160,425","-60","-0.14","10,782","460,745,280","42,900","160,875","42,900","160,875","42,600","159,750"
"2015/06/02","42,840","160,650","0","0.00","5,954","254,973,860","42,870","160,763","42,890","160,838","42,750","160,313"
"2015/06/01","42,840","160,650","150","0.35","3,434","147,100,390","42,810","160,538","42,850","160,688","42,800","160,500"
"2015/05/29","42,690","160,088","0","0.00","7,278","310,157,940","42,650","159,938","42,690","160,088","42,550","159,563"
"2015/05/28","42,690","160,088","170","0.40","5,522","235,311,070","42,520","159,450","42,800","160,500","42,520","159,450"
"2015/05/27","42,520","159,450","-230","-0.54","7,278","309,741,440","42,650","159,938","42,650","159,938","42,480","159,300"
"2015/05/26","42,750","160,313","30","0.07","1,790","76,455,540","42,790","160,463","42,790","160,463","42,660","159,975"
"2015/05/22","42,720","160,200","-130","-0.30","10,281","438,566,180","42,900","160,875","42,900","160,875","42,490","159,338"
"2015/05/21","42,850","160,688","40","0.09","2,911","124,684,910","42,810","160,538","42,860","160,725","42,800","160,500"
"2015/05/20","42,810","160,538","-140","-0.33","5,566","237,916,000","42,880","160,800","42,880","160,800","42,650","159,938"
"2015/05/19","42,950","161,063","80","0.19","5,008","215,048,340","43,000","161,250","43,000","161,250","42,850","160,688"
"2015/05/18","42,870","160,763","100","0.23","3,698","158,359,730","42,770","160,388","42,900","160,875","42,750","160,313"
"2015/05/15","42,770","160,388","60","0.14","8,257","353,630,120","42,800","160,500","42,910","160,913","42,770","160,388"
"2015/05/14","42,710","160,163","410","0.97","9,780","418,118,230","42,790","160,463","42,840","160,650","42,600","159,750"
"2015/05/13","42,300","158,625","320","0.76","3,193","134,946,550","41,980","157,425","42,340","158,775","41,980","157,425"
"2015/05/12","41,980","157,425","-110","-0.26","5,596","235,429,410","42,190","158,213","42,190","158,213","41,940","157,275"
"2015/05/11","42,090","157,838","190","0.45","7,072","295,875,590","41,850","156,938","42,100","157,875","41,700","156,375"
"2015/05/08","41,900","157,125","-80","-0.19","8,887","372,349,310","41,960","157,350","42,000","157,500","41,800","156,750"
"2015/05/07","41,980","157,425","90","0.21","5,275","221,239,040","41,880","157,050","42,100","157,875","41,850","156,938"
"2015/05/06","41,890","157,088","190","0.46","3,717","156,085,340","42,000","157,500","42,250","158,438","41,890","157,088"
"2015/05/04","41,700","156,375","-300","-0.71","13,256","552,422,750","41,910","157,163","41,910","157,163","41,500","155,625"
"2015/04/30","42,000","157,500","-100","-0.24","4,426","185,776,380","42,300","158,625","42,300","158,625","41,850","156,938"
"2015/04/29","42,100","157,875","120","0.29","2,284","96,125,430","42,240","158,400","42,240","158,400","42,050","157,688"
"2015/04/28","41,980","157,425","530","1.28","2,846","119,309,020","41,770","156,638","42,140","158,025","41,770","156,638"
"2015/04/27","41,450","155,438","-350","-0.84","14,998","621,378,030","41,600","156,000","41,640","156,150","41,200","154,500"
"2015/04/24","41,800","156,750","0","0.00","22,268","930,674,920","41,800","156,750","42,000","157,500","41,700","156,375"
"2015/04/23","41,800","156,750","-320","-0.76","11,772","491,415,220","41,800","156,750","41,900","157,125","41,650","156,188"
"2015/04/22","42,120","157,950","30","0.07","12,139","510,905,620","42,400","159,000","42,400","159,000","42,000","157,500"
"2015/04/21","42,090","157,838","-190","-0.45","20,167","846,315,940","42,050","157,688","42,090","157,838","41,850","156,938"
"2015/04/20","42,280","158,550","30","0.07","5,363","226,558,750","42,200","158,250","42,300","158,625","42,180","158,175"
"2015/04/17","42,250","158,438","-250","-0.59","16,893","712,111,280","42,350","158,813","42,350","158,813","42,060","157,725"
"2015/04/16","42,500","159,375","10","0.02","3,647","154,969,200","42,900","160,875","42,900","160,875","42,400","159,000"
"2015/04/15","42,490","159,338","-90","-0.21","12,444","526,743,400","42,400","159,000","42,500","159,375","42,250","158,438"
"2015/04/14","42,580","159,675","-200","-0.47","9,748","415,312,570","42,800","160,500","42,800","160,500","42,500","159,375"
"2015/04/13","42,780","160,425","280","0.66","5,095","217,421,320","42,700","160,125","42,840","160,650","42,610","159,788"
"2015/04/10","42,500","159,375","-40","-0.09","7,449","316,488,780","42,800","160,500","42,800","160,500","42,450","159,188"
"2015/04/09","42,540","159,525","-260","-0.61","12,254","520,923,490","42,690","160,088","42,740","160,275","42,420","159,075"
"2015/04/08","42,800","160,500","20","0.05","10,382","444,533,970","42,800","160,500","42,970","161,138","42,750","160,313"
"2015/04/07","42,780","160,425","30","0.07","9,534","408,239,640","42,850","160,688","42,900","160,875","42,740","160,275"
"2015/04/06","42,750","160,313","0","0.00","9,688","414,411,610","43,050","161,438","43,050","161,438","42,700","160,125"
"2015/04/03","42,750","160,313","10","0.02","5,235","223,549,890","42,720","160,200","42,750","160,313","42,650","159,938"
"2015/04/02","42,740","160,275","320","0.75","12,541","536,236,630","42,850","160,688","42,850","160,688","42,700","160,125"
"2015/04/01","42,420","159,075","-90","-0.21","9,867","418,796,830","42,450","159,188","42,470","159,263","42,360","158,850"
"2015/03/31","42,510","159,413","-310","-0.72","15,163","645,151,270","42,800","160,500","42,800","160,500","42,480","159,300"
"2015/03/30","42,820","160,575","-180","-0.42","5,987","256,444,850","42,900","160,875","43,000","161,250","42,780","160,425"
"2015/03/27","43,000","161,250","100","0.23","7,620","327,693,980","43,290","162,338","43,290","162,338","42,950","161,063"
"2015/03/26","42,900","160,875","250","0.59","1,964","84,200,040","42,970","161,138","43,000","161,250","42,650","159,938"
"2015/03/25","42,650","159,938","-150","-0.35","7,137","304,239,390","42,900","160,875","42,900","160,875","42,500","159,375"
"2015/03/24","42,800","160,500","-200","-0.47","7,748","331,816,220","43,310","162,413","43,310","162,413","42,700","160,125"
"2015/03/23","43,000","161,250","30","0.07","9,867","425,355,670","43,480","163,050","43,480","163,050","42,970","161,138"
"2015/03/20","42,970","161,138","190","0.44","7,875","338,315,460","43,230","162,113","43,230","162,113","42,870","160,763"
"2015/03/19","42,780","160,425","430","1.02","1,886","80,687,410","42,950","161,063","42,950","161,063","42,700","160,125"
"2015/03/18","42,350","158,813","-350","-0.82","17,116","727,201,210","42,900","160,875","42,900","160,875","42,350","158,813"
"2015/03/17","42,700","160,125","-400","-0.93","11,754","502,532,830","43,100","161,625","43,100","161,625","42,600","159,750"
"2015/03/16","43,100","161,625","200","0.47","5,813","250,521,350","43,400","162,750","43,400","162,750","42,900","160,875"
"2015/03/13","42,900","160,875","250","0.59","1,480","63,279,740","42,660","159,975","42,900","160,875","42,650","159,938"
"2015/03/12","42,650","159,938","-100","-0.23","8,556","365,132,190","42,690","160,088","43,000","161,250","42,500","159,375"
"2015/03/11","42,750","160,313","150","0.35","4,986","213,912,070","42,750","160,313","43,090","161,588","42,600","159,750"
"2015/03/10","42,600","159,750","10","0.02","5,097","217,600,800","43,190","161,963","43,190","161,963","42,550","159,563"
"2015/03/09","42,590","159,713","-460","-1.07","9,365","398,763,950","42,880","160,800","42,990","161,213","42,300","158,625"
"2015/03/06","43,050","161,438","-300","-0.69","5,754","247,439,650","43,300","162,375","43,300","162,375","42,850","160,688"
"2015/03/05","43,350","162,563","90","0.21","2,912","126,256,170","43,300","162,375","43,400","162,750","43,250","162,188"
"2015/03/04","43,260","162,225","60","0.14","6,765","292,374,230","43,370","162,638","43,450","162,938","43,180","161,925"
"2015/03/03","43,200","162,000","-500","-1.14","6,563","283,106,380","43,490","163,088","43,510","163,163","42,870","160,763"
"2015/03/02","43,700","163,875","500","1.16","4,135","180,447,280","43,700","163,875","43,770","164,138","43,560","163,350"
"2015/02/27","43,200","162,000","100","0.23","6,902","297,886,700","43,500","163,125","43,500","163,125","43,050","161,438"
"2015/02/26","43,100","161,625","-310","-0.71","25,884","1,115,621,460","43,700","163,875","43,700","163,875","42,900","160,875"
"2015/02/25","43,410","162,788","-590","-1.34","10,708","467,923,020","43,990","164,963","44,100","165,375","43,400","162,750"
"2015/02/24","44,000","165,000","300","0.69","14,467","633,105,080","43,750","164,063","44,300","166,125","43,640","163,650"
"2015/02/23","43,700","163,875","-710","-1.60","10,735","473,495,890","44,450","166,688","44,970","168,638","43,600","163,500"
"2015/02/17","44,410","166,538","20","0.05","6,494","288,771,780","44,850","168,188","44,850","168,188","44,380","166,425"
"2015/02/16","44,390","166,463","690","1.58","5,909","260,165,980","44,490","166,838","44,600","167,250","43,800","164,250"
"2015/02/13","43,700","163,875","-300","-0.68","5,149","225,763,910","44,000","165,000","44,100","165,375","43,600","163,500"
"2015/02/12","44,000","165,000","20","0.05","3,500","153,660,430","43,600","163,500","44,000","165,000","43,600","163,500"
"2015/02/11","43,980","164,925","-260","-0.59","11,901","524,992,500","44,150","165,563","44,550","167,063","43,960","164,850"
"2015/02/10","44,240","165,900","-110","-0.25","6,173","272,974,320","44,370","166,388","44,500","166,875","44,100","165,375"
"2015/02/09","44,350","166,313","-410","-0.92","8,071","356,100,060","44,500","166,875","44,550","167,063","43,950","164,813"
"2015/02/06","44,760","167,850","-170","-0.38","4,373","195,272,050","44,600","167,250","44,800","168,000","44,500","166,875"
"2015/02/05","44,930","168,488","560","1.26","2,888","129,835,440","45,120","169,200","45,120","169,200","44,810","168,038"
"2015/02/04","44,370","166,388","-900","-1.99","17,289","768,372,110","44,500","166,875","44,990","168,713","44,350","166,313"
"2015/02/03","45,270","169,763","-80","-0.18","3,297","149,006,400","45,000","168,750","45,280","169,800","44,900","168,375"
"2015/02/02","45,350","170,063","650","1.45","3,153","142,672,750","45,450","170,438","45,450","170,438","44,690","167,588"
"2015/01/30","44,700","167,625","-350","-0.78","7,793","347,536,580","44,690","167,588","44,720","167,700","44,500","166,875"
"2015/01/29","45,050","168,938","-10","-0.02","6,932","311,724,020","45,050","168,938","45,050","168,938","44,840","168,150"
"2015/01/28","45,060","168,975","710","1.60","5,690","256,206,160","44,700","167,625","45,170","169,388","44,640","167,400"
"2015/01/27","44,350","166,313","-650","-1.44","17,133","759,160,420","44,850","168,188","44,850","168,188","44,200","165,750"
"2015/01/26","45,000","168,750","-250","-0.55","7,655","344,989,120","45,000","168,750","45,240","169,650","44,990","168,713"
"2015/01/23","45,250","169,688","50","0.11","24,613","1,114,896,480","45,200","169,500","45,400","170,250","45,200","169,500"
"2015/01/22","45,200","169,500","-100","-0.22","9,301","419,066,740","45,260","169,725","45,260","169,725","44,870","168,263"
"2015/01/21","45,300","169,875","890","2.00","10,929","494,041,690","45,170","169,388","45,300","169,875","45,110","169,163"
"2015/01/20","44,410","166,538","210","0.48","11,748","520,786,640","44,250","165,938","44,410","166,538","44,230","165,863"
"2015/01/19","44,200","165,750","640","1.47","14,187","626,933,930","44,050","165,188","44,250","165,938","44,050","165,188"
"2015/01/16","43,560","163,350","640","1.49","11,870","516,395,080","43,010","161,288","43,600","163,500","43,010","161,288"
"2015/01/15","42,920","160,950","-10","-0.02","1,376","59,008,280","43,000","161,250","43,000","161,250","42,840","160,650"
"2015/01/14","42,930","160,988","-150","-0.35","4,366","187,163,070","43,080","161,550","43,080","161,550","42,750","160,313"
"2015/01/13","43,080","161,550","180","0.42","2,017","86,961,170","43,300","162,375","43,300","162,375","43,010","161,288"
"2015/01/12","42,900","160,875","100","0.23","1,495","64,146,280","42,850","160,688","43,000","161,250","42,840","160,650"
"2015/01/09","42,800","160,500","-90","-0.21","9,482","405,794,680","42,860","160,725","43,000","161,250","42,700","160,125"
"2015/01/08","42,890","160,838","-80","-0.19","4,833","207,086,250","43,000","161,250","43,000","161,250","42,770","160,388"
"2015/01/07","42,970","161,138","260","0.61","3,266","140,434,140","43,190","161,963","43,190","161,963","42,810","160,538"
"2015/01/06","42,710","160,163","30","0.07","5,180","221,470,450","42,700","160,125","42,950","161,063","42,700","160,125"
"2015/01/05","42,680","160,050","380","0.90","4,362","185,310,060","42,400","159,000","42,700","160,125","42,370","158,888"
"2015/01/02","42,300","158,625","-30","-0.07","5,509","233,296,910","42,300","158,625","42,990","161,213","42,300","158,625"
"2014/12/30","42,330","158,738","-170","-0.40","4,917","208,182,170","42,450","159,188","42,450","159,188","42,200","158,250"
"2014/12/29","42,500","159,375","270","0.64","2,221","94,311,970","42,400","159,000","42,600","159,750","42,370","158,888"
"2014/12/26","42,230","158,363","130","0.31","3,325","140,123,620","42,080","157,800","42,240","158,400","42,060","157,725"
"2014/12/24","42,100","157,875","-190","-0.45","10,821","455,076,430","42,280","158,550","42,280","158,550","42,000","157,500"
"2014/12/23","42,290","158,588","-190","-0.45","10,806","453,288,970","42,060","157,725","42,290","158,588","41,850","156,938"
"2014/12/22","42,480","159,300","-220","-0.52","6,452","274,540,920","42,590","159,713","42,630","159,863","42,410","159,038"
"2014/12/19","42,700","160,125","-40","-0.09","12,577","536,482,250","42,700","160,125","42,700","160,125","42,600","159,750"
"2014/12/18","42,740","160,275","390","0.92","8,507","363,268,320","42,340","158,775","42,800","160,500","42,200","158,250"
"2014/12/17","42,350","158,813","250","0.59","8,758","368,173,730","41,990","157,463","42,350","158,813","41,900","157,125"
"2014/12/16","42,100","157,875","-1,220","-2.82","28,240","1,195,343,750","42,500","159,375","42,600","159,750","42,060","157,725"
"2014/12/15","43,320","162,450","-230","-0.53","5,674","246,833,720","43,650","163,688","43,650","163,688","43,320","162,450"
"2014/12/12","43,550","163,313","-90","-0.21","12,047","525,874,550","43,850","164,438","43,850","164,438","43,450","162,938"
"2014/12/11","43,640","163,650","-210","-0.48","10,416","453,673,000","43,770","164,138","43,770","164,138","43,500","163,125"
"2014/12/10","43,850","164,438","880","2.05","10,500","459,440,000","43,700","163,875","43,850","164,438","43,700","163,875"
"2014/12/09","42,970","161,138","-60","-0.14","7,648","329,092,060","43,030","161,363","43,250","162,188","42,970","161,138"
"2014/12/08","43,030","161,363","-20","-0.05","7,714","331,578,490","43,000","161,250","43,030","161,363","42,970","161,138"
"2014/12/05","43,050","161,438","-250","-0.58","5,728","246,791,060","43,200","162,000","43,200","162,000","43,000","161,250"
"2014/12/04","43,300","162,375","250","0.58","16,076","695,554,960","43,110","161,663","43,350","162,563","43,110","161,663"
"2014/12/03","43,050","161,438","100","0.23","3,324","143,020,860","42,900","160,875","43,100","161,625","42,900","160,875"
"2014/12/02","42,950","161,063","1,490","3.59","11,052","475,231,050","42,700","160,125","43,100","161,625","42,700","160,125"
"2014/12/01","41,460","155,475","-910","-2.15","16,410","682,361,050","41,900","157,125","41,900","157,125","41,460","155,475"
"2014/11/28","42,370","158,888","80","0.19","595","25,203,190","42,280","158,550","42,450","159,188","42,280","158,550"
"2014/11/27","42,290","158,588","-620","-1.44","12,379","526,546,780","42,810","160,538","42,810","160,538","42,240","158,400"
"2014/11/26","42,910","160,913","10","0.02","8,789","376,784,380","42,990","161,213","42,990","161,213","42,840","160,650"
"2014/11/25","42,900","160,875","-200","-0.46","13,474","579,032,230","43,100","161,625","43,110","161,663","42,900","160,875"
"2014/11/24","43,100","161,625","260","0.61","5,160","222,349,650","43,000","161,250","43,150","161,813","43,000","161,250"
"2014/11/21","42,840","160,650","390","0.92","9,082","388,423,990","42,820","160,575","42,900","160,875","42,720","160,200"
"2014/11/20","42,450","159,188","-180","-0.42","14,339","607,506,850","42,530","159,488","42,530","159,488","42,200","158,250"
"2014/11/19","42,630","159,863","400","0.95","8,996","382,908,450","42,650","159,938","42,650","159,938","42,500","159,375"
"2014/11/18","42,230","158,363","270","0.64","5,456","229,702,210","42,000","157,500","42,230","158,363","42,000","157,500"
"2014/11/17","41,960","157,350","790","1.92","5,398","226,531,330","41,500","155,625","42,290","158,588","41,500","155,625"
"2014/11/14","41,170","154,388","-90","-0.22","6,617","272,824,420","41,440","155,400","41,440","155,400","41,050","153,938"
"2014/11/13","41,260","154,725","-10","-0.02","1,947","80,259,700","41,150","154,313","41,390","155,213","40,950","153,563"
"2014/11/12","41,270","154,763","670","1.65","6,427","265,115,400","41,000","153,750","41,300","154,875","41,000","153,750"
"2014/11/11","40,600","152,250","-550","-1.34","9,977","405,334,540","41,000","153,750","41,000","153,750","40,550","152,063"
"2014/11/10","41,150","154,313","1,050","2.62","12,423","510,507,250","40,900","153,375","41,200","154,500","40,900","153,375"
"2014/11/07","40,100","150,375","-170","-0.42","6,874","276,556,160","40,500","151,875","40,500","151,875","40,100","150,375"
"2014/11/06","40,270","151,013","-420","-1.03","18,508","744,011,090","40,500","151,875","40,500","151,875","40,140","150,525"
"2014/11/05","40,690","152,588","-210","-0.51","11,459","465,925,630","40,850","153,188","40,850","153,188","40,600","152,250"
"2014/11/04","40,900","153,375","330","0.81","12,187","496,839,100","40,800","153,000","40,900","153,375","40,720","152,700"
"2014/11/03","40,570","152,138","-430","-1.05","18,229","739,941,390","40,650","152,438","40,780","152,925","40,500","151,875"
"2014/10/31","41,000","153,750","-300","-0.73","10,806","442,750,980","41,200","154,500","41,200","154,500","40,900","153,375"
"2014/10/30","41,300","154,875","-370","-0.89","13,006","537,890,450","41,570","155,888","41,570","155,888","41,300","154,875"
"2014/10/29","41,670","156,263","-20","-0.05","5,197","216,412,170","41,780","156,675","41,780","156,675","41,600","156,000"
"2014/10/28","41,690","156,338","-210","-0.50","7,925","330,539,710","41,800","156,750","41,880","157,050","41,650","156,188"
"2014/10/27","41,900","157,125","-180","-0.43","9,972","418,403,850","42,950","161,063","42,950","161,063","41,700","156,375"
"2014/10/24","42,080","157,800","-320","-0.75","15,520","654,092,570","42,050","157,688","42,200","158,250","42,050","157,688"
"2014/10/23","42,400","159,000","-150","-0.35","2,814","119,358,900","42,500","159,375","42,500","159,375","42,350","158,813"
"2014/10/22","42,550","159,563","50","0.12","6,766","287,628,120","42,500","159,375","42,590","159,713","42,500","159,375"
"2014/10/21","42,500","159,375","40","0.09","10,430","443,553,820","42,650","159,938","42,650","159,938","42,450","159,188"
"2014/10/20","42,460","159,225","-90","-0.21","8,689","368,177,010","42,400","159,000","42,460","159,225","42,300","158,625"
"2014/10/17","42,550","159,563","70","0.16","2,674","114,111,110","42,510","159,413","42,690","160,088","42,480","159,300"
"2014/10/16","42,480","159,300","280","0.66","7,298","309,923,660","42,500","159,375","42,570","159,638","42,300","158,625"
"2014/10/15","42,200","158,250","-240","-0.57","9,594","405,623,080","42,400","159,000","42,400","159,000","42,120","157,950"
"2014/10/14","42,440","159,150","-60","-0.14","10,776","456,888,730","42,490","159,338","42,550","159,563","42,380","158,925"
"2014/10/13","42,500","159,375","240","0.57","19,457","828,824,560","42,490","159,338","42,680","160,050","42,490","159,338"
"2014/10/10","42,260","158,475","160","0.38","7,275","307,903,290","42,500","159,375","42,500","159,375","42,250","158,438"
"2014/10/08","42,100","157,875","530","1.27","13,374","562,040,060","41,800","156,750","42,100","157,875","41,800","156,750"
"2014/10/07","41,570","155,888","370","0.90","11,038","458,821,410","41,250","154,688","41,580","155,925","41,250","154,688"
"2014/10/06","41,200","154,500","-550","-1.32","2,981","122,162,680","41,600","156,000","41,600","156,000","40,810","153,038"
"2014/10/02","41,750","156,563","230","0.55","312","13,027,200","41,700","156,375","41,800","156,750","41,600","156,000"
"2014/10/01","41,520","155,700","40","0.10","2,222","92,160,580","41,480","155,550","41,520","155,700","41,400","155,250"
"2014/09/30","41,480","155,550","70","0.17","216","8,954,040","41,500","155,625","41,510","155,663","41,410","155,288"
"2014/09/29","41,410","155,288","-20","-0.05","2,547","105,426,850","41,500","155,625","41,500","155,625","41,300","154,875"
"2014/09/26","41,430","155,363","280","0.68","2,182","90,386,660","41,200","154,500","41,900","157,125","41,200","154,500"
"2014/09/25","41,150","154,313","-200","-0.48","4,316","177,134,970","41,280","154,800","41,280","154,800","40,900","153,375"
"2014/09/24","41,350","155,063","50","0.12","2,289","94,645,050","41,070","154,013","41,480","155,550","41,070","154,013"
"2014/09/23","41,300","154,875","260","0.63","989","40,867,110","41,500","155,625","41,500","155,625","41,110","154,163"
"2014/09/22","41,040","153,900","-260","-0.63","9,849","404,147,330","41,200","154,500","41,200","154,500","40,880","153,300"
"2014/09/19","41,300","154,875","20","0.05","1,986","81,976,020","41,280","154,800","41,670","156,263","41,220","154,575"
"2014/09/18","41,280","154,800","-120","-0.29","4,314","177,809,380","41,250","154,688","41,300","154,875","41,150","154,313"
"2014/09/17","41,400","155,250","-80","-0.19","2,206","91,280,650","41,500","155,625","41,500","155,625","41,300","154,875"
"2014/09/16","41,480","155,550","70","0.17","3,473","143,688,520","41,280","154,800","41,480","155,550","41,280","154,800"
"2014/09/15","41,410","155,288","-190","-0.46","5,904","244,692,360","41,700","156,375","41,700","156,375","41,350","155,063"
"2014/09/12","41,600","156,000","-190","-0.45","10,781","448,286,390","41,750","156,563","41,750","156,563","41,410","155,288"
"2014/09/11","41,790","156,713","-110","-0.26","4,233","176,875,580","41,780","156,675","41,800","156,750","41,750","156,563"
"2014/09/05","41,900","157,125","0","0.00","13,016","543,430,880","41,820","156,825","41,900","157,125","41,600","156,000"
"2014/09/04","41,900","157,125","0","0.00","3,408","142,755,470","41,950","157,313","41,950","157,313","41,800","156,750"
"2014/09/03","41,900","157,125","-270","-0.64","5,163","215,803,740","41,900","157,125","42,000","157,500","41,640","156,150"
"2014/09/02","42,170","158,138","-30","-0.07","2,726","114,942,110","42,160","158,100","42,180","158,175","42,130","157,988"
"2014/09/01","42,200","158,250","-50","-0.12","2,986","126,013,060","42,250","158,438","42,250","158,438","42,180","158,175"
"2014/08/29","42,250","158,438","70","0.17","9,842","416,505,730","42,480","159,300","42,500","159,375","42,250","158,438"
"2014/08/28","42,180","158,175","80","0.19","3,380","142,333,830","42,100","157,875","42,180","158,175","42,100","157,875"
"2014/08/27","42,100","157,875","-120","-0.28","5,593","235,535,590","42,140","158,025","42,150","158,063","42,080","157,800"
"2014/08/26","42,220","158,325","70","0.17","2,844","119,781,710","42,200","158,250","42,240","158,400","42,050","157,688"
"2014/08/25","42,150","158,063","-50","-0.12","2,081","87,776,300","42,300","158,625","42,300","158,625","42,110","157,913"
"2014/08/22","42,200","158,250","-380","-0.89","6,085","256,741,720","42,300","158,625","42,300","158,625","42,100","157,875"
"2014/08/21","42,580","159,675","-220","-0.51","2,995","127,702,080","42,800","160,500","42,800","160,500","42,550","159,563"
"2014/08/20","42,800","160,500","40","0.09","1,715","73,352,870","42,800","160,500","42,800","160,500","42,720","160,200"
"2014/08/19","42,760","160,350","-50","-0.12","5,803","248,435,480","42,800","160,500","42,850","160,688","42,740","160,275"
"2014/08/18","42,810","160,538","-530","-1.22","4,586","196,345,570","43,080","161,550","43,080","161,550","42,720","160,200"
"2014/08/14","43,340","162,525","-130","-0.30","3,636","157,876,760","43,510","163,163","43,550","163,313","43,340","162,525"
"2014/08/13","43,470","163,013","120","0.28","1,350","58,678,550","43,520","163,200","43,520","163,200","43,380","162,675"
"2014/08/12","43,350","162,563","-200","-0.46","5,024","218,411,000","43,550","163,313","43,550","163,313","43,350","162,563"
"2014/08/11","43,550","163,313","-610","-1.38","12,928","564,284,420","44,100","165,375","44,100","165,375","43,460","162,975"
"2014/08/08","44,160","165,600","530","1.21","11,904","523,835,410","43,660","163,725","44,180","165,675","43,660","163,725"
"2014/08/07","43,630","163,613","480","1.11","6,105","265,970,940","43,350","162,563","43,670","163,763","43,350","162,563"
"2014/08/06","43,150","161,813","170","0.40","107","4,616,900","43,150","161,813","43,170","161,888","43,110","161,663"
"2014/08/05","42,980","161,175","-30","-0.07","3,256","140,121,790","43,100","161,625","43,150","161,813","42,900","160,875"
"2014/08/04","43,010","161,288","110","0.26","503","21,614,110","42,900","160,875","43,120","161,700","42,900","160,875"
"2014/08/01","42,900","160,875","-50","-0.12","723","31,030,390","42,900","160,875","43,000","161,250","42,870","160,763"
"2014/07/31","42,950","161,063","50","0.12","989","42,429,060","42,990","161,213","42,990","161,213","42,830","160,613"
"2014/07/30","42,900","160,875","-270","-0.63","3,254","139,852,400","43,200","162,000","43,200","162,000","42,900","160,875"
"2014/07/29","43,170","161,888","-150","-0.35","7,737","334,566,320","43,320","162,450","43,500","163,125","43,150","161,813"
"2014/07/28","43,320","162,450","490","1.14","336","14,536,420","43,300","162,375","43,380","162,675","43,100","161,625"
"2014/07/25","42,830","160,613","-260","-0.60","2,910","124,992,920","43,100","161,625","43,100","161,625","42,830","160,613"
"2014/07/24","43,090","161,588","-10","-0.02","695","29,963,830","43,200","162,000","43,200","162,000","43,080","161,550"
"2014/07/23","43,100","161,625","-190","-0.44","8,578","371,214,440","43,300","162,375","43,300","162,375","43,100","161,625"
"2014/07/22","43,290","162,338","-210","-0.48","2,589","112,244,090","43,410","162,788","43,500","163,125","43,250","162,188"
"2014/07/21","43,500","163,125","-230","-0.53","1,305","56,752,800","43,640","163,650","43,650","163,688","43,340","162,525"
"2014/07/18","43,730","163,988","380","0.88","987","43,113,330","43,500","163,125","43,900","164,625","43,500","163,125"
"2014/07/17","43,350","162,563","130","0.30","897","38,864,940","43,250","162,188","43,450","162,938","43,190","161,963"
